ftitle,fsubtitle,btitle,bsubtitle,audio
"absolute,unconditional,absoluteness",,絶対,(ぜったい),[sound:絶対.wav]
セット,,set,,[sound:セット.wav]
set,,セット,,[sound:セット.wav]
設備,(せつび),"equipment,device,facilities,installation",,[sound:設備.wav]
"equipment,device,facilities,installation",,設備,(せつび),[sound:設備.wav]
絶滅,(ぜつめつ),"destruction,extinction",,[sound:絶滅.wav]
"destruction,extinction",,絶滅,(ぜつめつ),[sound:絶滅.wav]
節約,(せつやく),"economising,saving",,[sound:節約.wav]
"economising,saving",,節約,(せつやく),[sound:節約.wav]
是非,(ぜひ),"certainly,without fail",,[sound:是非.wav]
"certainly,without fail",,是非,(ぜひ),[sound:是非.wav]
責める,(せめる),"to condemn,to blame,to criticize",,[sound:責める.wav]
"to condemn,to blame,to criticize",,責める,(せめる),[sound:責める.wav]
善,(ぜん),"good,goodness,right,virtue",,[sound:善.wav]
"good,goodness,right,virtue",,善,(ぜん),[sound:善.wav]
全,(ぜん),"all,whole,entire,complete,overall,pan",,[sound:全.wav]
"all,whole,entire,complete,overall,pan",,全,(ぜん),[sound:全.wav]
全員,(ぜんいん),"all members (unanimity),all hands,the whole crew",,[sound:全員.wav]
"all members (unanimity),all hands,the whole crew",,全員,(ぜんいん),[sound:全員.wav]
専攻,(せんこう),"major subject,special study",,[sound:専攻.wav]
"major subject,special study",,専攻,(せんこう),[sound:専攻.wav]
全国,(ぜんこく),"country-wide,nation-wide,whole country,national",,[sound:全国.wav]
"country-wide,nation-wide,whole country,national",,全国,(ぜんこく),[sound:全国.wav]
先日,(せんじつ),"the other day,a few days ago",,[sound:先日.wav]
"the other day,a few days ago",,先日,(せんじつ),[sound:先日.wav]
前者,(ぜんしゃ),the former,,[sound:前者.wav]
the former,,前者,(ぜんしゃ),[sound:前者.wav]
選手,(せんしゅ),"(1) player (in game),(2) team",,[sound:選手.wav]
"(1) player (in game),(2) team",,選手,(せんしゅ),[sound:選手.wav]
前進,(ぜんしん),"advance,drive,progress",,[sound:前進.wav]
"advance,drive,progress",,前進,(ぜんしん),[sound:前進.wav]
センター,,a center,,[sound:センター.wav]
a center,,センター,,[sound:センター.wav]
全体,(ぜんたい),"whole,entirety,whatever (is the matter)",,[sound:全体.wav]
"whole,entirety,whatever (is the matter)",,全体,(ぜんたい),[sound:全体.wav]
選択,(せんたく),"selection,choice",,[sound:選択.wav]
"selection,choice",,選択,(せんたく),[sound:選択.wav]
然う,(そう),so,,[sound:然う.wav]
so,,然う,(そう),[sound:然う.wav]
象,(ぞう),elephant,,[sound:象.wav]
elephant,,象,(ぞう),[sound:象.wav]
騒音,(そうおん),noise,,[sound:騒音.wav]
noise,,騒音,(そうおん),[sound:騒音.wav]
増加,(ぞうか),"increase,addition",,[sound:増加.wav]
"increase,addition",,増加,(ぞうか),[sound:増加.wav]
操作,(そうさ),"operation,management,processing",,[sound:操作.wav]
"operation,management,processing",,操作,(そうさ),[sound:操作.wav]
想像,(そうぞう),"imagination,guess",,[sound:想像.wav]
"imagination,guess",,想像,(そうぞう),[sound:想像.wav]
相続,(そうぞく),"succession,inheritance",,[sound:相続.wav]
"succession,inheritance",,相続,(そうぞく),[sound:相続.wav]
装置,(そうち),"equipment,installation,apparatus",,[sound:装置.wav]
"equipment,installation,apparatus",,装置,(そうち),[sound:装置.wav]
相当,(そうとう),"suitable,fair,tolerable,proper",,[sound:相当.wav]
"suitable,fair,tolerable,proper",,相当,(そうとう),[sound:相当.wav]
速度,(そくど),"speed,velocity,rate",,[sound:速度.wav]
"speed,velocity,rate",,速度,(そくど),[sound:速度.wav]
底,(そこ),"bottom,sole",,[sound:底.wav]
"bottom,sole",,底,(そこ),[sound:底.wav]
そこで,,"so (conj),accordingly,now,then,thereupon",,[sound:そこで.wav]
"so (conj),accordingly,now,then,thereupon",,そこで,,[sound:そこで.wav]
組織,(そしき),"(1) organization,(2) structure,construction,(3) tissue,(4) system",,[sound:組織.wav]
"(1) organization,(2) structure,construction,(3) tissue,(4) system",,組織,(そしき),[sound:組織.wav]
注ぐ,(そそぐ),"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)",,[sound:注ぐ.wav]
"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)",,注ぐ,(そそぐ),[sound:注ぐ.wav]
育つ,(そだつ),"to raise (child),to be brought up,to grow (up)",,[sound:育つ.wav]
"to raise (child),to be brought up,to grow (up)",,育つ,(そだつ),[sound:育つ.wav]
そっくり,,"all,altogether,entirely,be just like,the splitting image of",,[sound:そっくり.wav]
"all,altogether,entirely,be just like,the splitting image of",,そっくり,,[sound:そっくり.wav]
そっと,,face of the earth,,[sound:そっと.wav]
face of the earth,,そっと,,[sound:そっと.wav]
袖,(そで),sleeve,,[sound:袖.wav]
sleeve,,袖,(そで),[sound:袖.wav]
備える,(そなえる),"to furnish,to provide for,to equip,to install",,[sound:備える.wav]
"to furnish,to provide for,to equip,to install",,備える,(そなえる),[sound:備える.wav]
そのうち,,"eventually,sooner or later,of the previously mentioned",,[sound:そのうち.wav]
"eventually,sooner or later,of the previously mentioned",,そのうち,,[sound:そのうち.wav]
そのまま,,"without change,as it is (i.e. now)",,[sound:そのまま.wav]
"without change,as it is (i.e. now)",,そのまま,,[sound:そのまま.wav]
ソファー,,"sofa,couch",,[sound:ソファー.wav]
"sofa,couch",,ソファー,,[sound:ソファー.wav]
粗末,(そまつ),"crude,rough,plain,humble",,[sound:粗末.wav]
"crude,rough,plain,humble",,粗末,(そまつ),[sound:粗末.wav]
それぞれ,,"each,every,either,respectively,severally",,[sound:それぞれ.wav]
"each,every,either,respectively,severally",,それぞれ,,[sound:それぞれ.wav]
それでも,,"but (still),and yet,nevertheless,even so,notwithstanding",,[sound:それでも.wav]
"but (still),and yet,nevertheless,even so,notwithstanding",,それでも,,[sound:それでも.wav]
それと,,,,[sound:それと.wav]
,,それと,,[sound:それと.wav]
それとも,,"or,or else",,[sound:それとも.wav]
"or,or else",,それとも,,[sound:それとも.wav]
損,(そん),"loss,disadvantage",,[sound:損.wav]
"loss,disadvantage",,損,(そん),[sound:損.wav]
損害,(そんがい),"damage,injury,loss",,[sound:損害.wav]
"damage,injury,loss",,損害,(そんがい),[sound:損害.wav]
尊敬,(そんけい),"respect,esteem,reverence,honour",,[sound:尊敬.wav]
"respect,esteem,reverence,honour",,尊敬,(そんけい),[sound:尊敬.wav]
存在,(そんざい),"existence,being",,[sound:存在.wav]
"existence,being",,存在,(そんざい),[sound:存在.wav]
尊重,(そんちょう),"respect,esteem,regard",,[sound:尊重.wav]
"respect,esteem,regard",,尊重,(そんちょう),[sound:尊重.wav]
田,(た),rice field,,[sound:田.wav]
rice field,,田,(た),[sound:田.wav]
他,(た),other (esp. places and things),,[sound:他.wav]
other (esp. places and things),,他,(た),[sound:他.wav]
対,(たい),"pair,couple,set",,[sound:対.wav]
"pair,couple,set",,対,(たい),[sound:対.wav]
大,(だい),,,[sound:大.wav]
,,大,(だい),[sound:大.wav]
台,(だい),"stand,rack,table,support",,[sound:台.wav]
"stand,rack,table,support",,台,(だい),[sound:台.wav]
題,(だい),"title,subject,theme,topic",,[sound:題.wav]
"title,subject,theme,topic",,題,(だい),[sound:題.wav]
体育,(たいいく),"physical education,gymnastics,athletics",,[sound:体育.wav]
"physical education,gymnastics,athletics",,体育,(たいいく),[sound:体育.wav]
体温,(たいおん),temperature (body),,[sound:体温.wav]
temperature (body),,体温,(たいおん),[sound:体温.wav]
大会,(たいかい),"convention,tournament,mass meeting,rally",,[sound:大会.wav]
"convention,tournament,mass meeting,rally",,大会,(たいかい),[sound:大会.wav]
大気,(たいき),atmosphere,,[sound:大気.wav]
atmosphere,,大気,(たいき),[sound:大気.wav]
代金,(だいきん),"price,payment,cost,charge",,[sound:代金.wav]
"price,payment,cost,charge",,代金,(だいきん),[sound:代金.wav]
退屈,(たいくつ),"tedium,boredom",,[sound:退屈.wav]
"tedium,boredom",,退屈,(たいくつ),[sound:退屈.wav]
滞在,(たいざい),"stay,sojourn",,[sound:滞在.wav]
"stay,sojourn",,滞在,(たいざい),[sound:滞在.wav]
大使,(たいし),ambassador,,[sound:大使.wav]
ambassador,,大使,(たいし),[sound:大使.wav]
大した,(たいした),"considerable,great,important,significant,a big deal",,[sound:大した.wav]
"considerable,great,important,significant,a big deal",,大した,(たいした),[sound:大した.wav]
対象,(たいしょう),"target,object (of worship, study, etc),subject (of taxation, etc)",,[sound:対象.wav]
"target,object (of worship, study, etc),subject (of taxation, etc)",,対象,(たいしょう),[sound:対象.wav]
大臣,(だいじん),cabinet minister,,[sound:大臣.wav]
cabinet minister,,大臣,(だいじん),[sound:大臣.wav]
対する,(たいする),"to face,to confront,to oppose",,[sound:対する.wav]
"to face,to confront,to oppose",,対する,(たいする),[sound:対する.wav]
大戦,(たいせん),"great war,great battle",,[sound:大戦.wav]
"great war,great battle",,大戦,(たいせん),[sound:大戦.wav]
態度,(たいど),"attitude,manner",,[sound:態度.wav]
"attitude,manner",,態度,(たいど),[sound:態度.wav]
大統領,(だいとうりょう),"president,chief executive",,[sound:大統領.wav]
"president,chief executive",,大統領,(だいとうりょう),[sound:大統領.wav]
大半,(たいはん),"majority,mostly,generally",,[sound:大半.wav]
"majority,mostly,generally",,大半,(たいはん),[sound:大半.wav]
代表,(だいひょう),"representative,representation,delegation,type,example,model",,[sound:代表.wav]
"representative,representation,delegation,type,example,model",,代表,(だいひょう),[sound:代表.wav]
大部分,(だいぶぶん),"most part,greater part,majority",,[sound:大部分.wav]
"most part,greater part,majority",,大部分,(だいぶぶん),[sound:大部分.wav]
タイプライター,,typewriter,,[sound:タイプライター.wav]
typewriter,,タイプライター,,[sound:タイプライター.wav]
逮捕,(たいほ),"arrest,apprehension,capture",,[sound:逮捕.wav]
"arrest,apprehension,capture",,逮捕,(たいほ),[sound:逮捕.wav]
ダイヤ,,"(1) dyer,(2) diagram,(3) (railway) schedule,(4) diamond",,[sound:ダイヤ.wav]
"(1) dyer,(2) diagram,(3) (railway) schedule,(4) diamond",,ダイヤ,,[sound:ダイヤ.wav]
太陽,(たいよう),"sun,solar",,[sound:太陽.wav]
"sun,solar",,太陽,(たいよう),[sound:太陽.wav]
平ら,(たいら),"flatness,level,smooth,calm,plain",,[sound:平ら.wav]
"flatness,level,smooth,calm,plain",,平ら,(たいら),[sound:平ら.wav]
代理,(だいり),"representation,agency,proxy,deputy,agent",,[sound:代理.wav]
"representation,agency,proxy,deputy,agent",,代理,(だいり),[sound:代理.wav]
大陸,(たいりく),continent,,[sound:大陸.wav]
continent,,大陸,(たいりく),[sound:大陸.wav]
倒す,(たおす),"to throw down,to beat,to bring down,to blow down",,[sound:倒す.wav]
"to throw down,to beat,to bring down,to blow down",,倒す,(たおす),[sound:倒す.wav]
タオル,,(hand) towel,,[sound:タオル.wav]
(hand) towel,,タオル,,[sound:タオル.wav]
だが,,,,[sound:だが.wav]
,,だが,,[sound:だが.wav]
互い,(たがい),"mutual,reciprocal",,[sound:互い.wav]
"mutual,reciprocal",,互い,(たがい),[sound:互い.wav]
宝,(たから),treasure,,[sound:宝.wav]
treasure,,宝,(たから),[sound:宝.wav]
宅,(たく),"house,home,husband",,[sound:宅.wav]
"house,home,husband",,宅,(たく),[sound:宅.wav]
だけど,,however,,[sound:だけど.wav]
however,,だけど,,[sound:だけど.wav]
確かめる,(たしかめる),to ascertain,,[sound:確かめる.wav]
to ascertain,,確かめる,(たしかめる),[sound:確かめる.wav]
多少,(たしょう),"more or less,somewhat,a little,some",,[sound:多少.wav]
"more or less,somewhat,a little,some",,多少,(たしょう),[sound:多少.wav]
助ける,(たすける),"to help,to save,to rescue",,[sound:助ける.wav]
"to help,to save,to rescue",,助ける,(たすける),[sound:助ける.wav]
只,(ただ),"free of charge,mere,only",,[sound:只.wav]
"free of charge,mere,only",,只,(ただ),[sound:只.wav]
唯,(ただ),"free of charge,mere,sole,only,usual,common",,[sound:唯.wav]
"free of charge,mere,sole,only,usual,common",,唯,(ただ),[sound:唯.wav]
戦い,(たたかい),"battle,fight,struggle,conflict",,[sound:戦い.wav]
"battle,fight,struggle,conflict",,戦い,(たたかい),[sound:戦い.wav]
戦う,(たたかう),"to fight,to battle,to combat",,[sound:戦う.wav]
"to fight,to battle,to combat",,戦う,(たたかう),[sound:戦う.wav]
叩く,(たたく),"to strike,to clap,to dust,to beat",,[sound:叩く.wav]
"to strike,to clap,to dust,to beat",,叩く,(たたく),[sound:叩く.wav]
直ちに,(ただちに),"at once,immediately,directly,in person",,[sound:直ちに.wav]
"at once,immediately,directly,in person",,直ちに,(ただちに),[sound:直ちに.wav]
立ち上がる,(たちあがる),to stand up,,[sound:立ち上がる.wav]
to stand up,,立ち上がる,(たちあがる),[sound:立ち上がる.wav]
立場,(たちば),"standpoint,position,situation",,[sound:立場.wav]
"standpoint,position,situation",,立場,(たちば),[sound:立場.wav]
経つ,(たつ),"to pass,to lapse",,[sound:経つ.wav]
"to pass,to lapse",,経つ,(たつ),[sound:経つ.wav]
達する,(たっする),"to reach,to get to",,[sound:達する.wav]
"to reach,to get to",,達する,(たっする),[sound:達する.wav]
たった,,"free of charge,mere,sole,only,usual,common",,[sound:たった.wav]
"free of charge,mere,sole,only,usual,common",,たった,,[sound:たった.wav]
だって,,"but,because,even,also,too",,[sound:だって.wav]
"but,because,even,also,too",,だって,,[sound:だって.wav]
たっぷり,,"full,in plenty,ample",,[sound:たっぷり.wav]
"full,in plenty,ample",,たっぷり,,[sound:たっぷり.wav]
例え,(たとえ),"simile,metaphor,allegory",,[sound:例え.wav]
"simile,metaphor,allegory",,例え,(たとえ),[sound:例え.wav]
谷,(たに),valley,,[sound:谷.wav]
valley,,谷,(たに),[sound:谷.wav]
他人,(たにん),"another person,unrelated person,outsider,stranger",,[sound:他人.wav]
"another person,unrelated person,outsider,stranger",,他人,(たにん),[sound:他人.wav]
種,(たね),"(1) seed,(2) material,(3) cause,source",,[sound:種.wav]
"(1) seed,(2) material,(3) cause,source",,種,(たね),[sound:種.wav]
束,(たば),"handbreadth,bundle",,[sound:束.wav]
"handbreadth,bundle",,束,(たば),[sound:束.wav]
度,(たび),counter for occurrences,,[sound:度.wav]
counter for occurrences,,度,(たび),[sound:度.wav]
旅,(たび),"travel,trip,journey",,[sound:旅.wav]
"travel,trip,journey",,旅,(たび),[sound:旅.wav]
たびたび,,"often,repeatedly,frequently",,[sound:たびたび.wav]
"often,repeatedly,frequently",,たびたび,,[sound:たびたび.wav]
玉,(たま),"ball,sphere,coin",,[sound:玉.wav]
"ball,sphere,coin",,玉,(たま),[sound:玉.wav]
球,(たま),"globe,sphere,ball",,[sound:球.wav]
"globe,sphere,ball",,球,(たま),[sound:球.wav]
弾,(たま),"bullet,shot,shell",,[sound:弾.wav]
"bullet,shot,shell",,弾,(たま),[sound:弾.wav]
偶,(たま),"even number,couple,man and wife,friend",,[sound:偶.wav]
"even number,couple,man and wife,friend",,偶,(たま),[sound:偶.wav]
偶々,(たまたま),"casually,unexpectedly,accidentally,by chance",,[sound:偶々.wav]
"casually,unexpectedly,accidentally,by chance",,偶々,(たまたま),[sound:偶々.wav]
たまらない,,"intolerable,unbearable,unendurable",,[sound:たまらない.wav]
"intolerable,unbearable,unendurable",,たまらない,,[sound:たまらない.wav]
黙る,(だまる),to be silent,,[sound:黙る.wav]
to be silent,,黙る,(だまる),[sound:黙る.wav]
駄目,(だめ),"useless,no good,hopeless",,[sound:駄目.wav]
"useless,no good,hopeless",,駄目,(だめ),[sound:駄目.wav]
試し,(ためし),"trial,test",,[sound:試し.wav]
"trial,test",,試し,(ためし),[sound:試し.wav]
試す,(ためす),"to attempt,to test",,[sound:試す.wav]
"to attempt,to test",,試す,(ためす),[sound:試す.wav]
便り,(たより),"news,tidings,information,correspondence,letter",,[sound:便り.wav]
"news,tidings,information,correspondence,letter",,便り,(たより),[sound:便り.wav]
頼る,(たよる),"to rely on,to have recourse to,to depend on",,[sound:頼る.wav]
"to rely on,to have recourse to,to depend on",,頼る,(たよる),[sound:頼る.wav]
段,(だん),"step,stair,flight of steps,grade,rank,level",,[sound:段.wav]
"step,stair,flight of steps,grade,rank,level",,段,(だん),[sound:段.wav]
単位,(たんい),"unit,denomination,credit (in school)",,[sound:単位.wav]
"unit,denomination,credit (in school)",,単位,(たんい),[sound:単位.wav]
単語,(たんご),"word,vocabulary,(usually) single-character word",,[sound:単語.wav]
"word,vocabulary,(usually) single-character word",,単語,(たんご),[sound:単語.wav]
男子,(だんし),"youth,young man",,[sound:男子.wav]
"youth,young man",,男子,(だんし),[sound:男子.wav]
単純,(たんじゅん),simplicity,,[sound:単純.wav]
simplicity,,単純,(たんじゅん),[sound:単純.wav]
誕生,(たんじょう),birth,,[sound:誕生.wav]
birth,,誕生,(たんじょう),[sound:誕生.wav]
ダンス,,dance,,[sound:ダンス.wav]
dance,,ダンス,,[sound:ダンス.wav]
団体,(だんたい),"organization,association",,[sound:団体.wav]
"organization,association",,団体,(だんたい),[sound:団体.wav]
担当,(たんとう),(in) charge,,[sound:担当.wav]
(in) charge,,担当,(たんとう),[sound:担当.wav]
単なる,(たんなる),"mere,simple,sheer",,[sound:単なる.wav]
"mere,simple,sheer",,単なる,(たんなる),[sound:単なる.wav]
単に,(たんに),"simply,merely,only,solely",,[sound:単に.wav]
"simply,merely,only,solely",,単に,(たんに),[sound:単に.wav]
地,(ち),earth,,[sound:地.wav]
earth,,地,(ち),[sound:地.wav]
地位,(ちい),"(social) position,status",,[sound:地位.wav]
"(social) position,status",,地位,(ちい),[sound:地位.wav]
地域,(ちいき),"area,region",,[sound:地域.wav]
"area,region",,地域,(ちいき),[sound:地域.wav]
チーズ,,cheese,,[sound:チーズ.wav]
cheese,,チーズ,,[sound:チーズ.wav]
チーム,,team,,[sound:チーム.wav]
team,,チーム,,[sound:チーム.wav]
知恵,(ちえ),"wisdom,wit,sagacity,sense,intelligence,advice",,[sound:知恵.wav]
"wisdom,wit,sagacity,sense,intelligence,advice",,知恵,(ちえ),[sound:知恵.wav]
地下,(ちか),"basement,underground",,[sound:地下.wav]
"basement,underground",,地下,(ちか),[sound:地下.wav]
違い,(ちがい),"difference,discrepancy",,[sound:違い.wav]
"difference,discrepancy",,違い,(ちがい),[sound:違い.wav]
違いない,(ちがいない),"(phrase) sure,no mistaking it,for certain",,[sound:違いない.wav]
"(phrase) sure,no mistaking it,for certain",,違いない,(ちがいない),[sound:違いない.wav]
近頃,(ちかごろ),"lately,recently,nowadays",,[sound:近頃.wav]
"lately,recently,nowadays",,近頃,(ちかごろ),[sound:近頃.wav]
地球,(ちきゅう),the earth,,[sound:地球.wav]
the earth,,地球,(ちきゅう),[sound:地球.wav]
地区,(ちく),"district,section,sector",,[sound:地区.wav]
"district,section,sector",,地区,(ちく),[sound:地区.wav]
遅刻,(ちこく),"lateness,late coming",,[sound:遅刻.wav]
"lateness,late coming",,遅刻,(ちこく),[sound:遅刻.wav]
知事,(ちじ),prefectural governor,,[sound:知事.wav]
prefectural governor,,知事,(ちじ),[sound:知事.wav]
知識,(ちしき),"knowledge,information",,[sound:知識.wav]
"knowledge,information",,知識,(ちしき),[sound:知識.wav]
父親,(ちちおや),father,,[sound:父親.wav]
father,,父親,(ちちおや),[sound:父親.wav]
知能,(ちのう),"intelligence,brains",,[sound:知能.wav]
"intelligence,brains",,知能,(ちのう),[sound:知能.wav]
地平線,(ちへいせん),horizon,,[sound:地平線.wav]
horizon,,地平線,(ちへいせん),[sound:地平線.wav]
地方,(ちほう),"area,locality,district,region,the coast",,[sound:地方.wav]
"area,locality,district,region,the coast",,地方,(ちほう),[sound:地方.wav]
茶,(ちゃ),tea,,[sound:茶.wav]
tea,,茶,(ちゃ),[sound:茶.wav]
チャンス,,"chance,opportunity",,[sound:チャンス.wav]
"chance,opportunity",,チャンス,,[sound:チャンス.wav]
ちゃんと,,"perfectly,properly,exactly",,[sound:ちゃんと.wav]
"perfectly,properly,exactly",,ちゃんと,,[sound:ちゃんと.wav]
中,(ちゅう),"inside,middle,among",,[sound:中.wav]
"inside,middle,among",,中,(ちゅう),[sound:中.wav]
注,(ちゅう),"annotation,explanatory note",,[sound:注.wav]
"annotation,explanatory note",,注,(ちゅう),[sound:注.wav]
中央,(ちゅうおう),"centre,central,center,middle",,[sound:中央.wav]
"centre,central,center,middle",,中央,(ちゅうおう),[sound:中央.wav]
中学,(ちゅうがく),"middle school,junior high school",,[sound:中学.wav]
"middle school,junior high school",,中学,(ちゅうがく),[sound:中学.wav]
中古,(ちゅうこ),"(1) used,second-hand,old",,[sound:中古.wav]
"(1) used,second-hand,old",,中古,(ちゅうこ),[sound:中古.wav]
中止,(ちゅうし),"suspension,stoppage,discontinuance,interruption",,[sound:中止.wav]
"suspension,stoppage,discontinuance,interruption",,中止,(ちゅうし),[sound:中止.wav]
駐車,(ちゅうしゃ),parking (e.g. car),,[sound:駐車.wav]
parking (e.g. car),,駐車,(ちゅうしゃ),[sound:駐車.wav]
昼食,(ちゅうしょく),"lunch,midday meal",,[sound:昼食.wav]
"lunch,midday meal",,昼食,(ちゅうしょく),[sound:昼食.wav]
中心,(ちゅうしん),"center,core,heart,pivot,emphasis,balance",,[sound:中心.wav]
"center,core,heart,pivot,emphasis,balance",,中心,(ちゅうしん),[sound:中心.wav]
注目,(ちゅうもく),"notice,attention,observation",,[sound:注目.wav]
"notice,attention,observation",,注目,(ちゅうもく),[sound:注目.wav]
注文,(ちゅうもん),"order,request",,[sound:注文.wav]
"order,request",,注文,(ちゅうもん),[sound:注文.wav]
長期,(ちょうき),long time period,,[sound:長期.wav]
long time period,,長期,(ちょうき),[sound:長期.wav]
調査,(ちょうさ),"investigation,examination,inquiry,survey",,[sound:調査.wav]
"investigation,examination,inquiry,survey",,調査,(ちょうさ),[sound:調査.wav]
調子,(ちょうし),"tune,tone,key",,[sound:調子.wav]
"tune,tone,key",,調子,(ちょうし),[sound:調子.wav]
頂上,(ちょうじょう),"top,summit,peak",,[sound:頂上.wav]
"top,summit,peak",,頂上,(ちょうじょう),[sound:頂上.wav]
頂戴,(ちょうだい),"(1) please do for me (preceded by -te),(2) reception,being given,get",,[sound:頂戴.wav]
"(1) please do for me (preceded by -te),(2) reception,being given,get",,頂戴,(ちょうだい),[sound:頂戴.wav]
貯金,(ちょきん),(bank) savings,,[sound:貯金.wav]
(bank) savings,,貯金,(ちょきん),[sound:貯金.wav]
直接,(ちょくせつ),"direct,immediate,personal,firsthand",,[sound:直接.wav]
"direct,immediate,personal,firsthand",,直接,(ちょくせつ),[sound:直接.wav]
著者,(ちょしゃ),"author,writer",,[sound:著者.wav]
"author,writer",,著者,(ちょしゃ),[sound:著者.wav]
遂に,(ついに),"finally,at last",,[sound:遂に.wav]
"finally,at last",,遂に,(ついに),[sound:遂に.wav]
通過,(つうか),"passage through,passing",,[sound:通過.wav]
"passage through,passing",,通過,(つうか),[sound:通過.wav]
通学,(つうがく),commuting to school,,[sound:通学.wav]
commuting to school,,通学,(つうがく),[sound:通学.wav]
通行,(つうこう),"passage,passing",,[sound:通行.wav]
"passage,passing",,通行,(つうこう),[sound:通行.wav]
通じる,(つうじる),"to run to,to lead to,to communicate,to understand",,[sound:通じる.wav]
"to run to,to lead to,to communicate,to understand",,通じる,(つうじる),[sound:通じる.wav]
通信,(つうしん),"correspondence,communication,news,signal",,[sound:通信.wav]
"correspondence,communication,news,signal",,通信,(つうしん),[sound:通信.wav]
捕まる,(つかまる),"to be caught,to be arrested",,[sound:捕まる.wav]
"to be caught,to be arrested",,捕まる,(つかまる),[sound:捕まる.wav]
掴む,(つかむ),"to seize,to catch,to grasp",,[sound:掴む.wav]
"to seize,to catch,to grasp",,掴む,(つかむ),[sound:掴む.wav]
疲れ,(つかれ),"tiredness,fatigue",,[sound:疲れ.wav]
"tiredness,fatigue",,疲れ,(つかれ),[sound:疲れ.wav]
付き合い,(つきあい),"association,socializing,fellowship",,[sound:付き合い.wav]
"association,socializing,fellowship",,付き合い,(つきあい),[sound:付き合い.wav]
次々,(つぎつぎ),"in succession,one by one",,[sound:次々.wav]
"in succession,one by one",,次々,(つぎつぎ),[sound:次々.wav]
就く,(つく),"to settle in (place),to take (seat, position),to study (under teacher)",,[sound:就く.wav]
"to settle in (place),to take (seat, position),to study (under teacher)",,就く,(つく),[sound:就く.wav]
注ぐ,(つぐ),"to pour (into),to irrigate,to pay",,[sound:注ぐ.wav]
"to pour (into),to irrigate,to pay",,注ぐ,(つぐ),[sound:注ぐ.wav]
土,(つち),"earth,soil",,[sound:土.wav]
"earth,soil",,土,(つち),[sound:土.wav]
続き,(つづき),"sequel,continuation",,[sound:続き.wav]
"sequel,continuation",,続き,(つづき),[sound:続き.wav]
包み,(つつみ),"bundle,package,parcel,bale",,[sound:包み.wav]
"bundle,package,parcel,bale",,包み,(つつみ),[sound:包み.wav]
勤め,(つとめ),"(1) service,duty,business,responsibility,task,(2) Buddhist religious services",,[sound:勤め.wav]
"(1) service,duty,business,responsibility,task,(2) Buddhist religious services",,勤め,(つとめ),[sound:勤め.wav]
務め,(つとめ),"(1) service,duty,(2) Buddhist religious services",,[sound:務め.wav]
"(1) service,duty,(2) Buddhist religious services",,務め,(つとめ),[sound:務め.wav]
繋ぐ,(つなぐ),"to tie,to fasten,to connect,to transfer (phone call)",,[sound:繋ぐ.wav]
"to tie,to fasten,to connect,to transfer (phone call)",,繋ぐ,(つなぐ),[sound:繋ぐ.wav]
常に,(つねに),"always,constantly",,[sound:常に.wav]
"always,constantly",,常に,(つねに),[sound:常に.wav]
翼,(つばさ),wings,,[sound:翼.wav]
wings,,翼,(つばさ),[sound:翼.wav]
つまり,,"in short,in brief,in other words",,[sound:つまり.wav]
"in short,in brief,in other words",,つまり,,[sound:つまり.wav]
罪,(つみ),"crime,fault,indiscretion",,[sound:罪.wav]
"crime,fault,indiscretion",,罪,(つみ),[sound:罪.wav]
詰める,(つめる),"to pack,to shorten,to work out (details)",,[sound:詰める.wav]
"to pack,to shorten,to work out (details)",,詰める,(つめる),[sound:詰める.wav]
積もる,(つもる),to pile up,,[sound:積もる.wav]
to pile up,,積もる,(つもる),[sound:積もる.wav]
梅雨,(つゆ),"rainy season,rain during the rainy season",,[sound:梅雨.wav]
"rainy season,rain during the rainy season",,梅雨,(つゆ),[sound:梅雨.wav]
辛い,(つらい),"painful,heart-breaking",,[sound:辛い.wav]
"painful,heart-breaking",,辛い,(つらい),[sound:辛い.wav]
釣,(つり),,,[sound:釣.wav]
,,釣,(つり),[sound:釣.wav]
連れ,(つれ),"companion,company",,[sound:連れ.wav]
"companion,company",,連れ,(つれ),[sound:連れ.wav]
出,(で),"outflow,coming (going) out,graduate (of)",,[sound:出.wav]
"outflow,coming (going) out,graduate (of)",,出,(で),[sound:出.wav]
出会い,(であい),"meeting,rendezvous,encounter",,[sound:出会い.wav]
"meeting,rendezvous,encounter",,出会い,(であい),[sound:出会い.wav]
出会う,(であう),"to meet by chance,to come across,to happen to encounter",,[sound:出会う.wav]
"to meet by chance,to come across,to happen to encounter",,出会う,(であう),[sound:出会う.wav]
提案,(ていあん),"proposal,proposition,suggestion",,[sound:提案.wav]
"proposal,proposition,suggestion",,提案,(ていあん),[sound:提案.wav]
定期,(ていき),fixed term,,[sound:定期.wav]
fixed term,,定期,(ていき),[sound:定期.wav]
抵抗,(ていこう),"electrical resistance,resistance,opposition",,[sound:抵抗.wav]
"electrical resistance,resistance,opposition",,抵抗,(ていこう),[sound:抵抗.wav]
提出,(ていしゅつ),"presentation,submission,filing",,[sound:提出.wav]
"presentation,submission,filing",,提出,(ていしゅつ),[sound:提出.wav]
程度,(ていど),"degree,amount,grade,standard,of the order of (following a number)",,[sound:程度.wav]
"degree,amount,grade,standard,of the order of (following a number)",,程度,(ていど),[sound:程度.wav]
