ftitle,fsubtitle,btitle,bsubtitle,audio
停留所,(ていりゅうじょ),bus or tram stop,,[sound:停留所.wav]
bus or tram stop,,停留所,(ていりゅうじょ),[sound:停留所.wav]
デート,,"date,go on a date",,[sound:デート.wav]
"date,go on a date",,デート,,[sound:デート.wav]
敵,(てき),"enemy,rival",,[sound:敵.wav]
"enemy,rival",,敵,(てき),[sound:敵.wav]
出来事,(できごと),"incident,affair,happening,event",,[sound:出来事.wav]
"incident,affair,happening,event",,出来事,(できごと),[sound:出来事.wav]
適する,(てきする),"to fit,to suit",,[sound:適する.wav]
"to fit,to suit",,適する,(てきする),[sound:適する.wav]
適切,(てきせつ),"pertinent,appropriate,adequate,relevance",,[sound:適切.wav]
"pertinent,appropriate,adequate,relevance",,適切,(てきせつ),[sound:適切.wav]
適度,(てきど),moderate,,[sound:適度.wav]
moderate,,適度,(てきど),[sound:適度.wav]
適用,(てきよう),applying,,[sound:適用.wav]
applying,,適用,(てきよう),[sound:適用.wav]
出来るだけ,(できるだけ),if at all possible,,[sound:出来るだけ.wav]
if at all possible,,出来るだけ,(できるだけ),[sound:出来るだけ.wav]
できれば,,,,[sound:できれば.wav]
,,できれば,,[sound:できれば.wav]
手品,(てじな),"sleight of hand,conjuring trick,magic,juggling",,[sound:手品.wav]
"sleight of hand,conjuring trick,magic,juggling",,手品,(てじな),[sound:手品.wav]
ですから,,therefore,,[sound:ですから.wav]
therefore,,ですから,,[sound:ですから.wav]
鉄,(てつ),iron,,[sound:鉄.wav]
iron,,鉄,(てつ),[sound:鉄.wav]
哲学,(てつがく),philosophy,,[sound:哲学.wav]
philosophy,,哲学,(てつがく),[sound:哲学.wav]
手伝い,(てつだい),"help,helper,assistant",,[sound:手伝い.wav]
"help,helper,assistant",,手伝い,(てつだい),[sound:手伝い.wav]
徹底,(てってい),"thoroughness,completeness",,[sound:徹底.wav]
"thoroughness,completeness",,徹底,(てってい),[sound:徹底.wav]
鉄道,(てつどう),railroad,,[sound:鉄道.wav]
railroad,,鉄道,(てつどう),[sound:鉄道.wav]
徹夜,(てつや),"all night,all night vigil,sleepless night",,[sound:徹夜.wav]
"all night,all night vigil,sleepless night",,徹夜,(てつや),[sound:徹夜.wav]
手間,(てま),"time,labour",,[sound:手間.wav]
"time,labour",,手間,(てま),[sound:手間.wav]
デモ,,"(abbr) demo,demonstration",,[sound:デモ.wav]
"(abbr) demo,demonstration",,デモ,,[sound:デモ.wav]
典型,(てんけい),"type,pattern,archetypal",,[sound:典型.wav]
"type,pattern,archetypal",,典型,(てんけい),[sound:典型.wav]
天候,(てんこう),weather,,[sound:天候.wav]
weather,,天候,(てんこう),[sound:天候.wav]
電子,(でんし),electron,,[sound:電子.wav]
electron,,電子,(でんし),[sound:電子.wav]
テント,,tent,,[sound:テント.wav]
tent,,テント,,[sound:テント.wav]
伝統,(でんとう),"tradition,convention",,[sound:伝統.wav]
"tradition,convention",,伝統,(でんとう),[sound:伝統.wav]
天然,(てんねん),"nature,spontaneity",,[sound:天然.wav]
"nature,spontaneity",,天然,(てんねん),[sound:天然.wav]
度,(ど),counter for occurrences,,[sound:度.wav]
counter for occurrences,,度,(ど),[sound:度.wav]
問い,(とい),"question,query",,[sound:問い.wav]
"question,query",,問い,(とい),[sound:問い.wav]
党,(とう),party (political),,[sound:党.wav]
party (political),,党,(とう),[sound:党.wav]
塔,(とう),"tower,pagoda",,[sound:塔.wav]
"tower,pagoda",,塔,(とう),[sound:塔.wav]
ド,,"child,servant,foolishness",,[sound:ド.wav]
"child,servant,foolishness",,ド,,[sound:ド.wav]
答案,(とうあん),"examination paper,examination script",,[sound:答案.wav]
"examination paper,examination script",,答案,(とうあん),[sound:答案.wav]
同一,(どういつ),"identity,sameness,similarity",,[sound:同一.wav]
"identity,sameness,similarity",,同一,(どういつ),[sound:同一.wav]
どうか,,copper coin,,[sound:どうか.wav]
copper coin,,どうか,,[sound:どうか.wav]
当時,(とうじ),"at that time,in those days",,[sound:当時.wav]
"at that time,in those days",,当時,(とうじ),[sound:当時.wav]
動詞,(どうし),verb,,[sound:動詞.wav]
verb,,動詞,(どうし),[sound:動詞.wav]
同時,(どうじ),"simultaneous(ly),concurrent,same time,synchronous",,[sound:同時.wav]
"simultaneous(ly),concurrent,same time,synchronous",,同時,(どうじ),[sound:同時.wav]
どうしても,,"by all means,at any cost,no matter what",,[sound:どうしても.wav]
"by all means,at any cost,no matter what",,どうしても,,[sound:どうしても.wav]
到着,(とうちゃく),arrival,,[sound:到着.wav]
arrival,,到着,(とうちゃく),[sound:到着.wav]
道徳,(どうとく),morals,,[sound:道徳.wav]
morals,,道徳,(どうとく),[sound:道徳.wav]
投票,(とうひょう),"voting,poll",,[sound:投票.wav]
"voting,poll",,投票,(とうひょう),[sound:投票.wav]
同様,(どうよう),"identical,equal to,same (kind),like",,[sound:同様.wav]
"identical,equal to,same (kind),like",,同様,(どうよう),[sound:同様.wav]
同僚,(どうりょう),"coworker,colleague,associate",,[sound:同僚.wav]
"coworker,colleague,associate",,同僚,(どうりょう),[sound:同僚.wav]
道路,(どうろ),"road,highway",,[sound:道路.wav]
"road,highway",,道路,(どうろ),[sound:道路.wav]
通す,(とおす),"to let pass,to overlook,to continue",,[sound:通す.wav]
"to let pass,to overlook,to continue",,通す,(とおす),[sound:通す.wav]
通り,(とおり),"in accordance with ~,following ~,~ Street,~ Avenue",,[sound:通り.wav]
"in accordance with ~,following ~,~ Street,~ Avenue",,通り,(とおり),[sound:通り.wav]
通り過ぎる,(とおりすぎる),"to pass,to pass through",,[sound:通り過ぎる.wav]
"to pass,to pass through",,通り過ぎる,(とおりすぎる),[sound:通り過ぎる.wav]
都会,(とかい),city,,[sound:都会.wav]
city,,都会,(とかい),[sound:都会.wav]
時,(とき),"(1) time,hour,(2) occasion,moment",,[sound:時.wav]
"(1) time,hour,(2) occasion,moment",,時,(とき),[sound:時.wav]
解く,(とく),to unfasten,,[sound:解く.wav]
to unfasten,,解く,(とく),[sound:解く.wav]
毒,(どく),"poison,toxicant",,[sound:毒.wav]
"poison,toxicant",,毒,(どく),[sound:毒.wav]
得意,(とくい),"pride,triumph,prosperity",,[sound:得意.wav]
"pride,triumph,prosperity",,得意,(とくい),[sound:得意.wav]
読書,(どくしょ),reading,,[sound:読書.wav]
reading,,読書,(どくしょ),[sound:読書.wav]
独身,(どくしん),"bachelorhood,single,unmarried,celibate",,[sound:独身.wav]
"bachelorhood,single,unmarried,celibate",,独身,(どくしん),[sound:独身.wav]
特徴,(とくちょう),"feature,characteristic",,[sound:特徴.wav]
"feature,characteristic",,特徴,(とくちょう),[sound:特徴.wav]
独特,(どくとく),"peculiarity,uniqueness,characteristic",,[sound:独特.wav]
"peculiarity,uniqueness,characteristic",,独特,(どくとく),[sound:独特.wav]
独立,(どくりつ),"independence (e.g. Ind. Day),self-support",,[sound:独立.wav]
"independence (e.g. Ind. Day),self-support",,独立,(どくりつ),[sound:独立.wav]
解ける,(とける),"to come untied,to come apart",,[sound:解ける.wav]
"to come untied,to come apart",,解ける,(とける),[sound:解ける.wav]
どこか,,"somewhere,anywhere",,[sound:どこか.wav]
"somewhere,anywhere",,どこか,,[sound:どこか.wav]
ところが,,"however,while,even if",,[sound:ところが.wav]
"however,while,even if",,ところが,,[sound:ところが.wav]
ところで,,"by the way,even if,no matter what",,[sound:ところで.wav]
"by the way,even if,no matter what",,ところで,,[sound:ところで.wav]
登山,(とざん),mountain-climbing,,[sound:登山.wav]
mountain-climbing,,登山,(とざん),[sound:登山.wav]
都市,(とし),"town,city,municipal,urban",,[sound:都市.wav]
"town,city,municipal,urban",,都市,(とし),[sound:都市.wav]
年月,(としつき),months and years,,[sound:年月.wav]
months and years,,年月,(としつき),[sound:年月.wav]
図書,(としょ),books,,[sound:図書.wav]
books,,図書,(としょ),[sound:図書.wav]
年寄,(としより),"old people,the aged",,[sound:年寄.wav]
"old people,the aged",,年寄,(としより),[sound:年寄.wav]
閉じる,(とじる),"to close (e.g. book, eyes),to shut",,[sound:閉じる.wav]
"to close (e.g. book, eyes),to shut",,閉じる,(とじる),[sound:閉じる.wav]
途端,(とたん),"just (now, at the moment, etc.)",,[sound:途端.wav]
"just (now, at the moment, etc.)",,途端,(とたん),[sound:途端.wav]
土地,(とち),"plot of land,lot,soil",,[sound:土地.wav]
"plot of land,lot,soil",,土地,(とち),[sound:土地.wav]
突然,(とつぜん),"abruptly,suddenly,unexpectedly,all at once",,[sound:突然.wav]
"abruptly,suddenly,unexpectedly,all at once",,突然,(とつぜん),[sound:突然.wav]
トップ,,top,,[sound:トップ.wav]
top,,トップ,,[sound:トップ.wav]
届く,(とどく),to reach,,[sound:届く.wav]
to reach,,届く,(とどく),[sound:届く.wav]
とにかく,,"anyhow,at any rate,anyway,somehow or other,generally speaking,in any case",,[sound:とにかく.wav]
"anyhow,at any rate,anyway,somehow or other,generally speaking,in any case",,とにかく,,[sound:とにかく.wav]
飛ばす,(とばす),"to skip over,to omit",,[sound:飛ばす.wav]
"to skip over,to omit",,飛ばす,(とばす),[sound:飛ばす.wav]
飛び出す,(とびだす),"to jump out,to rush out,to fly out",,[sound:飛び出す.wav]
"to jump out,to rush out,to fly out",,飛び出す,(とびだす),[sound:飛び出す.wav]
留める,(とめる),"to fasten,to turn off,to detain",,[sound:留める.wav]
"to fasten,to turn off,to detain",,留める,(とめる),[sound:留める.wav]
友,(とも),"friend,companion,pal",,[sound:友.wav]
"friend,companion,pal",,友,(とも),[sound:友.wav]
共に,(ともに),"sharing with,participate in",,[sound:共に.wav]
"sharing with,participate in",,共に,(ともに),[sound:共に.wav]
土曜,(どよう),Saturday,,[sound:土曜.wav]
Saturday,,土曜,(どよう),[sound:土曜.wav]
虎,(とら),tiger,,[sound:虎.wav]
tiger,,虎,(とら),[sound:虎.wav]
ドライブ,,"drive,trip by car,driving",,[sound:ドライブ.wav]
"drive,trip by car,driving",,ドライブ,,[sound:ドライブ.wav]
トラック,,"(1) truck,(2) (running) track",,[sound:トラック.wav]
"(1) truck,(2) (running) track",,トラック,,[sound:トラック.wav]
ドラマ,,drama,,[sound:ドラマ.wav]
drama,,ドラマ,,[sound:ドラマ.wav]
トランプ,,playing cards (lit: trump),,[sound:トランプ.wav]
playing cards (lit: trump),,トランプ,,[sound:トランプ.wav]
取り上げる,(とりあげる),"to take up,to pick up,to disqualify,to confiscate,to deprive",,[sound:取り上げる.wav]
"to take up,to pick up,to disqualify,to confiscate,to deprive",,取り上げる,(とりあげる),[sound:取り上げる.wav]
努力,(どりょく),"great effort,exertion,endeavour,effort",,[sound:努力.wav]
"great effort,exertion,endeavour,effort",,努力,(どりょく),[sound:努力.wav]
ドレス,,dress,,[sound:ドレス.wav]
dress,,ドレス,,[sound:ドレス.wav]
取れる,(とれる),"to come off,to be taken off,to be removed",,[sound:取れる.wav]
"to come off,to be taken off,to be removed",,取れる,(とれる),[sound:取れる.wav]
泥,(どろ),mud,,[sound:泥.wav]
mud,,泥,(どろ),[sound:泥.wav]
屯,(トン),1000 ton,,[sound:屯.wav]
1000 ton,,屯,(トン),[sound:屯.wav]
とんでもない,,"unexpected,offensive,What a thing to say!,No way!",,[sound:とんでもない.wav]
"unexpected,offensive,What a thing to say!,No way!",,とんでもない,,[sound:とんでもない.wav]
どんな,,"what,what kind of",,[sound:どんな.wav]
"what,what kind of",,どんな,,[sound:どんな.wav]
どんなに,,"how,how much",,[sound:どんなに.wav]
"how,how much",,どんなに,,[sound:どんなに.wav]
トンネル,,tunnel,,[sound:トンネル.wav]
tunnel,,トンネル,,[sound:トンネル.wav]
名,(な),"name,reputation",,[sound:名.wav]
"name,reputation",,名,(な),[sound:名.wav]
内容,(ないよう),"subject,contents,matter,substance,detail,import",,[sound:内容.wav]
"subject,contents,matter,substance,detail,import",,内容,(ないよう),[sound:内容.wav]
直,(なお),"straight,mischief,ordinary,common",,[sound:直.wav]
"straight,mischief,ordinary,common",,直,(なお),[sound:直.wav]
仲,(なか),"relation,relationship",,[sound:仲.wav]
"relation,relationship",,仲,(なか),[sound:仲.wav]
流す,(ながす),"to drain,to float,to shed (blood, tears),to cruise (e.g. taxi)",,[sound:流す.wav]
"to drain,to float,to shed (blood, tears),to cruise (e.g. taxi)",,流す,(ながす),[sound:流す.wav]
なかなか,,"very,considerably,easily",,[sound:なかなか.wav]
"very,considerably,easily",,なかなか,,[sound:なかなか.wav]
半ば,(なかば),"middle,half,semi,halfway,partly",,[sound:半ば.wav]
"middle,half,semi,halfway,partly",,半ば,(なかば),[sound:半ば.wav]
仲間,(なかま),"company,fellow,colleague,associate",,[sound:仲間.wav]
"company,fellow,colleague,associate",,仲間,(なかま),[sound:仲間.wav]
眺め,(ながめ),"scene,view,prospect,outlook",,[sound:眺め.wav]
"scene,view,prospect,outlook",,眺め,(ながめ),[sound:眺め.wav]
眺める,(ながめる),"to view,to gaze at",,[sound:眺める.wav]
"to view,to gaze at",,眺める,(ながめる),[sound:眺める.wav]
流れ,(ながれ),"stream,current",,[sound:流れ.wav]
"stream,current",,流れ,(ながれ),[sound:流れ.wav]
流れる,(ながれる),"to stream,to flow,to run (ink),to be washed away",,[sound:流れる.wav]
"to stream,to flow,to run (ink),to be washed away",,流れる,(ながれる),[sound:流れる.wav]
無し,(なし),without,,[sound:無し.wav]
without,,無し,(なし),[sound:無し.wav]
なぜなら,,because,,[sound:なぜなら.wav]
because,,なぜなら,,[sound:なぜなら.wav]
謎,(なぞ),"riddle,puzzle,enigma",,[sound:謎.wav]
"riddle,puzzle,enigma",,謎,(なぞ),[sound:謎.wav]
納得,(なっとく),"consent,assent,understanding",,[sound:納得.wav]
"consent,assent,understanding",,納得,(なっとく),[sound:納得.wav]
等,(など),"et cetera,etc.,and the like",,[sound:等.wav]
"et cetera,etc.,and the like",,等,(など),[sound:等.wav]
何か,(なにか),something,,[sound:何か.wav]
something,,何か,(なにか),[sound:何か.wav]
なにも,,nothing,,[sound:なにも.wav]
nothing,,なにも,,[sound:なにも.wav]
鍋,(なべ),"saucepan,pot",,[sound:鍋.wav]
"saucepan,pot",,鍋,(なべ),[sound:鍋.wav]
生,(なま),"(1) draft (beer),(2) raw,unprocessed",,[sound:生.wav]
"(1) draft (beer),(2) raw,unprocessed",,生,(なま),[sound:生.wav]
怠ける,(なまける),"to be idle,to neglect",,[sound:怠ける.wav]
"to be idle,to neglect",,怠ける,(なまける),[sound:怠ける.wav]
波,(なみ),wave,,[sound:波.wav]
wave,,波,(なみ),[sound:波.wav]
涙,(なみだ),tear,,[sound:涙.wav]
tear,,涙,(なみだ),[sound:涙.wav]
悩む,(なやむ),"to be worried,to be troubled",,[sound:悩む.wav]
"to be worried,to be troubled",,悩む,(なやむ),[sound:悩む.wav]
為る,(なる),"to change,to be of use,to reach to",,[sound:為る.wav]
"to change,to be of use,to reach to",,為る,(なる),[sound:為る.wav]
成る,(なる),to become,,[sound:成る.wav]
to become,,成る,(なる),[sound:成る.wav]
縄,(なわ),"rope,hemp",,[sound:縄.wav]
