ftitle,fsubtitle,btitle,bsubtitle,audio
"to take charge of, to take over, to retire to a private place",,引き取る,(ひきとる),[sound:引き取る.wav]
引き分け,(ひきわけ),"a draw (in competition), tie game",,[sound:引き分け.wav]
"a draw (in competition), tie game",,引き分け,(ひきわけ),[sound:引き分け.wav]
否決,(ひけつ),"rejection, negation, voting down",,[sound:否決.wav]
"rejection, negation, voting down",,否決,(ひけつ),[sound:否決.wav]
非行,(ひこう),"delinquency, misconduct",,[sound:非行.wav]
"delinquency, misconduct",,非行,(ひこう),[sound:非行.wav]
日頃,(ひごろ),"normally, habitually",,[sound:日頃.wav]
"normally, habitually",,日頃,(ひごろ),[sound:日頃.wav]
久しい,(ひさしい),"long, long-continued, old (story)",,[sound:久しい.wav]
"long, long-continued, old (story)",,久しい,(ひさしい),[sound:久しい.wav]
久し振り,(ひさしぶり),after a long time,,[sound:久し振り.wav]
after a long time,,久し振り,(ひさしぶり),[sound:久し振り.wav]
悲惨,(ひさん),misery,,[sound:悲惨.wav]
misery,,悲惨,(ひさん),[sound:悲惨.wav]
秘書,(ひしょ),(private) secretary,,[sound:秘書.wav]
(private) secretary,,秘書,(ひしょ),[sound:秘書.wav]
比重,(ひじゅう),specific gravity,,[sound:比重.wav]
specific gravity,,比重,(ひじゅう),[sound:比重.wav]
密か,(ひそか),"secret, private, surreptitious",,[sound:密か.wav]
"secret, private, surreptitious",,密か,(ひそか),[sound:密か.wav]
浸す,(ひたす),"to soak, to dip, to drench",,[sound:浸す.wav]
"to soak, to dip, to drench",,浸す,(ひたす),[sound:浸す.wav]
一向,(ひたすら),earnestly,,[sound:一向.wav]
earnestly,,一向,(ひたすら),[sound:一向.wav]
左利き,(ひだりきき),"left-handedness, sake drinker, left-hander",,[sound:左利き.wav]
"left-handedness, sake drinker, left-hander",,左利き,(ひだりきき),[sound:左利き.wav]
引っ掻く,(ひっかく),to scratch,,[sound:引っ掻く.wav]
to scratch,,引っ掻く,(ひっかく),[sound:引っ掻く.wav]
引っ掛ける,(ひっかける),"1. to hang (something) on (something), to throw on (clothes), 2. to hook, to catch, to trap, to ensnar",,[sound:引っ掛ける.wav]
"1. to hang (something) on (something), to throw on (clothes), 2. to hook, to catch, to trap, to ensnar",,引っ掛ける,(ひっかける),[sound:引っ掛ける.wav]
必修,(ひっしゅう),required (subject),,[sound:必修.wav]
required (subject),,必修,(ひっしゅう),[sound:必修.wav]
匹敵,(ひってき),"comparing with, match, rival, equal",,[sound:匹敵.wav]
"comparing with, match, rival, equal",,匹敵,(ひってき),[sound:匹敵.wav]
未,(ひつじ),eighth sign of Chinese zodiac (The Ram 1pm-3pm south-southwest June),,[sound:未.wav]
eighth sign of Chinese zodiac (The Ram 1pm-3pm south-southwest June),,未,(ひつじ),[sound:未.wav]
必然,(ひつぜん),"inevitable, necessary",,[sound:必然.wav]
"inevitable, necessary",,必然,(ひつぜん),[sound:必然.wav]
一息,(ひといき),"puffy, a breath, a pause, an effort",,[sound:一息.wav]
"puffy, a breath, a pause, an effort",,一息,(ひといき),[sound:一息.wav]
単,(ひとえ),"one layer, single",,[sound:単.wav]
"one layer, single",,単,(ひとえ),[sound:単.wav]
人柄,(ひとがら),"personality, character, personal appearance, gentility",,[sound:人柄.wav]
"personality, character, personal appearance, gentility",,人柄,(ひとがら),[sound:人柄.wav]
一頃,(ひところ),"once, some time ago",,[sound:一頃.wav]
"once, some time ago",,一頃,(ひところ),[sound:一頃.wav]
人質,(ひとじち),"hostage, prisoner",,[sound:人質.wav]
"hostage, prisoner",,人質,(ひとじち),[sound:人質.wav]
一筋,(ひとすじ),"a line, earnestly, blindly, straightforwardly",,[sound:一筋.wav]
"a line, earnestly, blindly, straightforwardly",,一筋,(ひとすじ),[sound:一筋.wav]
一まず,(ひとまず),"for the present, once, in outline",,[sound:一まず.wav]
"for the present, once, in outline",,一まず,(ひとまず),[sound:一まず.wav]
一人でに,(ひとりでに),"by itself, automatically, naturally",,[sound:一人でに.wav]
"by itself, automatically, naturally",,一人でに,(ひとりでに),[sound:一人でに.wav]
酷い,(ひどい),"cruel, awful, severe, very bad, serious, terrible, heavy, violent",,[sound:酷い.wav]
"cruel, awful, severe, very bad, serious, terrible, heavy, violent",,酷い,(ひどい),[sound:酷い.wav]
日取り,(ひどり),"fixed date, appointed day",,[sound:日取り.wav]
"fixed date, appointed day",,日取り,(ひどり),[sound:日取り.wav]
雛,(ひな),"young bird, chick, doll",,[sound:雛.wav]
"young bird, chick, doll",,雛,(ひな),[sound:雛.wav]
日向,(ひなた),"sunny place, in the sun",,[sound:日向.wav]
"sunny place, in the sun",,日向,(ひなた),[sound:日向.wav]
非難,(ひなん),"blame, attack, criticism",,[sound:非難.wav]
"blame, attack, criticism",,非難,(ひなん),[sound:非難.wav]
避難,(ひなん),"taking refuge, finding shelter",,[sound:避難.wav]
"taking refuge, finding shelter",,避難,(ひなん),[sound:避難.wav]
日の丸,(ひのまる),the Japanese flag,,[sound:日の丸.wav]
the Japanese flag,,日の丸,(ひのまる),[sound:日の丸.wav]
火花,(ひばな),spark,,[sound:火花.wav]
spark,,火花,(ひばな),[sound:火花.wav]
日々,(ひび),"every day, daily, day after day",,[sound:日々.wav]
"every day, daily, day after day",,日々,(ひび),[sound:日々.wav]
悲鳴,(ひめい),"shriek, scream",,[sound:悲鳴.wav]
"shriek, scream",,悲鳴,(ひめい),[sound:悲鳴.wav]
百科事典,(ひゃっかじてん),encyclopedia,,[sound:百科事典.wav]
encyclopedia,,百科事典,(ひゃっかじてん),[sound:百科事典.wav]
百科辞典,(ひゃっかじてん),encyclopedia,,[sound:百科辞典.wav]
encyclopedia,,百科辞典,(ひゃっかじてん),[sound:百科辞典.wav]
冷やかす,(ひやかす),"to banter, to make fun of, to jeer at, to cool, to refrigerate",,[sound:冷やかす.wav]
"to banter, to make fun of, to jeer at, to cool, to refrigerate",,冷やかす,(ひやかす),[sound:冷やかす.wav]
日焼け,(ひやけ),sunburn,,[sound:日焼け.wav]
sunburn,,日焼け,(ひやけ),[sound:日焼け.wav]
票,(ひょう),"label, ballot, ticket, sign",,[sound:票.wav]
"label, ballot, ticket, sign",,票,(ひょう),[sound:票.wav]
標語,(ひょうご),"motto, slogan, catchword",,[sound:標語.wav]
"motto, slogan, catchword",,標語,(ひょうご),[sound:標語.wav]
ひょっと,,"possibly, accidentally",,[sound:ひょっと.wav]
"possibly, accidentally",,ひょっと,,[sound:ひょっと.wav]
平たい,(ひらたい),"flat, even, level, simple, plain",,[sound:平たい.wav]
"flat, even, level, simple, plain",,平たい,(ひらたい),[sound:平たい.wav]
比率,(ひりつ),"ratio, proportion, percentage",,[sound:比率.wav]
"ratio, proportion, percentage",,比率,(ひりつ),[sound:比率.wav]
肥料,(ひりょう),"manure, fertilizer",,[sound:肥料.wav]
"manure, fertilizer",,肥料,(ひりょう),[sound:肥料.wav]
比例,(ひれい),proportion,,[sound:比例.wav]
proportion,,比例,(ひれい),[sound:比例.wav]
疲労,(ひろう),"fatigue, weariness",,[sound:疲労.wav]
"fatigue, weariness",,疲労,(ひろう),[sound:疲労.wav]
広まる,(ひろまる),"to spread, to be propagated",,[sound:広まる.wav]
"to spread, to be propagated",,広まる,(ひろまる),[sound:広まる.wav]
貧困,(ひんこん),"poverty, lack",,[sound:貧困.wav]
"poverty, lack",,貧困,(ひんこん),[sound:貧困.wav]
品質,(ひんしつ),quality,,[sound:品質.wav]
quality,,品質,(ひんしつ),[sound:品質.wav]
品種,(ひんしゅ),"brand, kind, description",,[sound:品種.wav]
"brand, kind, description",,品種,(ひんしゅ),[sound:品種.wav]
貧弱,(ひんじゃく),"poor, meagre, insubstantial",,[sound:貧弱.wav]
"poor, meagre, insubstantial",,貧弱,(ひんじゃく),[sound:貧弱.wav]
頻繁,(ひんぱん),frequency,,[sound:頻繁.wav]
frequency,,頻繁,(ひんぱん),[sound:頻繁.wav]
美,(び),beauty,,[sound:美.wav]
beauty,,美,(び),[sound:美.wav]
微笑,(びしょう),smile,,[sound:微笑.wav]
smile,,微笑,(びしょう),[sound:微笑.wav]
美術,(びじゅつ),"art, fine arts",,[sound:美術.wav]
"art, fine arts",,美術,(びじゅつ),[sound:美術.wav]
吃驚,(びっくり),"be surprised, be amazed, be frightened, astonishment",,[sound:吃驚.wav]
"be surprised, be amazed, be frightened, astonishment",,吃驚,(びっくり),[sound:吃驚.wav]
びっしょり,,"wet through, drenched",,[sound:びっしょり.wav]
"wet through, drenched",,びっしょり,,[sound:びっしょり.wav]
描写,(びょうしゃ),"depiction, description, portrayal",,[sound:描写.wav]
"depiction, description, portrayal",,描写,(びょうしゃ),[sound:描写.wav]
びり,,"last on the list, at the bottom",,[sound:びり.wav]
"last on the list, at the bottom",,びり,,[sound:びり.wav]
微量,(びりょう),"minuscule amount, extremely small quantity",,[sound:微量.wav]
"minuscule amount, extremely small quantity",,微量,(びりょう),[sound:微量.wav]
敏感,(びんかん),"sensibility, susceptibility, sensitive (to), well attuned to",,[sound:敏感.wav]
"sensibility, susceptibility, sensitive (to), well attuned to",,敏感,(びんかん),[sound:敏感.wav]
貧乏,(びんぼう),"poverty, destitute, poor",,[sound:貧乏.wav]
"poverty, destitute, poor",,貧乏,(びんぼう),[sound:貧乏.wav]
歩,(ふ),pawn (in chess or shogi),,[sound:歩.wav]
pawn (in chess or shogi),,歩,(ふ),[sound:歩.wav]
不意,(ふい),"sudden, abrupt, unexpected, unforeseen",,[sound:不意.wav]
"sudden, abrupt, unexpected, unforeseen",,不意,(ふい),[sound:不意.wav]
封,(ふう),seal,,[sound:封.wav]
seal,,封,(ふう),[sound:封.wav]
封鎖,(ふうさ),"blockade, freezing (funds)",,[sound:封鎖.wav]
"blockade, freezing (funds)",,封鎖,(ふうさ),[sound:封鎖.wav]
風習,(ふうしゅう),custom,,[sound:風習.wav]
custom,,風習,(ふうしゅう),[sound:風習.wav]
風俗,(ふうぞく),"1. manners, customs, 2. sex service, sex industry",,[sound:風俗.wav]
"1. manners, customs, 2. sex service, sex industry",,風俗,(ふうぞく),[sound:風俗.wav]
風土,(ふうど),"natural features, topography, climate, spiritual features",,[sound:風土.wav]
"natural features, topography, climate, spiritual features",,風土,(ふうど),[sound:風土.wav]
不可欠,(ふかけつ),"indispensable, essential",,[sound:不可欠.wav]
"indispensable, essential",,不可欠,(ふかけつ),[sound:不可欠.wav]
深める,(ふかめる),"to deepen, to heighten, to intensify",,[sound:深める.wav]
"to deepen, to heighten, to intensify",,深める,(ふかめる),[sound:深める.wav]
不吉,(ふきつ),"ominous, sinister, bad luck, ill omen, inauspiciousness",,[sound:不吉.wav]
"ominous, sinister, bad luck, ill omen, inauspiciousness",,不吉,(ふきつ),[sound:不吉.wav]
不況,(ふきょう),"recession, depression, slump",,[sound:不況.wav]
"recession, depression, slump",,不況,(ふきょう),[sound:不況.wav]
布巾,(ふきん),"tea-towel, dish cloth",,[sound:布巾.wav]
"tea-towel, dish cloth",,布巾,(ふきん),[sound:布巾.wav]
福,(ふく),good fortune,,[sound:福.wav]
good fortune,,福,(ふく),[sound:福.wav]
復旧,(ふっきゅう),"restoration, restitution, rehabilitation",,[sound:復旧.wav]
"restoration, restitution, rehabilitation",,復旧,(ふっきゅう),[sound:復旧.wav]
複合,(ふくごう),"composite, complex",,[sound:複合.wav]
"composite, complex",,複合,(ふくごう),[sound:複合.wav]
福祉,(ふくし),"welfare, well-being",,[sound:福祉.wav]
"welfare, well-being",,福祉,(ふくし),[sound:福祉.wav]
覆面,(ふくめん),"mask, veil, disguise",,[sound:覆面.wav]
"mask, veil, disguise",,覆面,(ふくめん),[sound:覆面.wav]
膨れる,(ふくれる),"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge",,[sound:膨れる.wav]
"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge",,膨れる,(ふくれる),[sound:膨れる.wav]
不景気,(ふけいき),"business recession, hard times, depression, gloom, sullenness, cheerlessness",,[sound:不景気.wav]
"business recession, hard times, depression, gloom, sullenness, cheerlessness",,不景気,(ふけいき),[sound:不景気.wav]
老ける,(ふける),to age,,[sound:老ける.wav]
to age,,老ける,(ふける),[sound:老ける.wav]
布告,(ふこく),"edict, ordinance, proclamation",,[sound:布告.wav]
"edict, ordinance, proclamation",,布告,(ふこく),[sound:布告.wav]
富豪,(ふごう),"wealthy person, millionaire",,[sound:富豪.wav]
"wealthy person, millionaire",,富豪,(ふごう),[sound:富豪.wav]
負債,(ふさい),"debt, liabilities",,[sound:負債.wav]
"debt, liabilities",,負債,(ふさい),[sound:負債.wav]
相応しい,(ふさわしい),appropriate,,[sound:相応しい.wav]
appropriate,,相応しい,(ふさわしい),[sound:相応しい.wav]
不在,(ふざい),absence,,[sound:不在.wav]
absence,,不在,(ふざい),[sound:不在.wav]
負傷,(ふしょう),"injury, wound",,[sound:負傷.wav]
"injury, wound",,負傷,(ふしょう),[sound:負傷.wav]
不審,(ふしん),"incomplete understanding, doubt, question, distrust, suspicion, strangeness, infidelity",,[sound:不審.wav]
"incomplete understanding, doubt, question, distrust, suspicion, strangeness, infidelity",,不審,(ふしん),[sound:不審.wav]
不振,(ふしん),"dullness, depression, slump, stagnation",,[sound:不振.wav]
"dullness, depression, slump, stagnation",,不振,(ふしん),[sound:不振.wav]
不順,(ふじゅん),"irregularity, unseasonableness",,[sound:不順.wav]
"irregularity, unseasonableness",,不順,(ふじゅん),[sound:不順.wav]
付属,(ふぞく),"attached, belonging, affiliated, annexed, associated, subordinate, incidental, dependent, auxiliary",,[sound:付属.wav]
"attached, belonging, affiliated, annexed, associated, subordinate, incidental, dependent, auxiliary",,付属,(ふぞく),[sound:付属.wav]
負担,(ふたん),"burden, charge, responsibility",,[sound:負担.wav]
"burden, charge, responsibility",,負担,(ふたん),[sound:負担.wav]
不調,(ふちょう),"bad condition, not to work out (ie a deal), disagreement, break-off, disorder, slump, out of form",,[sound:不調.wav]
"bad condition, not to work out (ie a deal), disagreement, break-off, disorder, slump, out of form",,不調,(ふちょう),[sound:不調.wav]
復活,(ふっかつ),"revival (e.g. musical), restoration",,[sound:復活.wav]
"revival (e.g. musical), restoration",,復活,(ふっかつ),[sound:復活.wav]
復興,(ふっこう),"revival, renaissance, reconstruction",,[sound:復興.wav]
"revival, renaissance, reconstruction",,復興,(ふっこう),[sound:復興.wav]
沸騰,(ふっとう),"boiling, seething",,[sound:沸騰.wav]
"boiling, seething",,沸騰,(ふっとう),[sound:沸騰.wav]
仏,(ふつ),French,,[sound:仏.wav]
French,,仏,(ふつ),[sound:仏.wav]
不当,(ふとう),"injustice, impropriety, unreasonableness, undeservedness, unfair, invalid",,[sound:不当.wav]
"injustice, impropriety, unreasonableness, undeservedness, unfair, invalid",,不当,(ふとう),[sound:不当.wav]
